state,city,popular_destination,latitude,longitude,interest,google_rating,price_fare,place_category,estimated_visits,popularity_score,best_season_to_visit,crowd_level,synthetic_review,sentiment_score,experience_score,item_id
West Bengal,Darjeeling,Teesta bazaar,27.0662177,88.4246364,Shopping & Markets,4.4,0,Urban,24518,2.905730249,October to March,High,Teesta bazaar is a popular urban place offering a pleasant and enjoyable visit.,0.458333333,3.46864605,281
Maharastra,Mumbai,Siddhivinayak Temple,19.01699,72.8303997,Religious & Spiritual Pilgrimages,4.8,0,Religious,26591,3.168197775,October to March,High,Siddhivinayak Temple is a highly recommended religious destination with an excellent overall experience.,0.29,3.468639555,282
Maharashtra,Satara,Lodwick Point,17.9394677,73.6347687,Sightseeing & Exploration,4.4,0,Urban,24511,2.905654382,October to March,High,Lodwick Point is a popular urban place offering a pleasant and enjoyable visit.,0.458333333,3.468630876,283
Uttarakhand,Ranikhet,Sadar bazaar,28.6585105,77.2127305,Shopping & Markets,4.4,0,Urban,24510,2.905643543,October to March,High,Sadar bazaar is a popular urban place offering a pleasant and enjoyable visit.,0.458333333,3.468628709,284
Punjab,Chandigarh,ISKON temple,30.739471,76.7825333,Religious & Spiritual Pilgrimages,4.8,0,Religious,26584,3.168121908,October to March,High,ISKON temple is a highly recommended religious destination with an excellent overall experience.,0.29,3.468624382,285
Andhra Pradesh,Vijayawada,Undavalli caves,16.4971412,80.5821896,Sightseeing & Exploration,4.8,0,Urban,26582,3.168100231,October to March,High,Undavalli caves is a highly recommended urban destination with an excellent overall experience.,0.29,3.468620046,286
Madhya Pradesh,Jabalpur,Dumna Nature Reserve Park,23.16949,80.012698,Natural Landscapes & Wildlife,4.1,20,Wildlife,4582,2.509660494,November to April,Medium,Dumna Nature Reserve Park is a popular wildlife place offering a pleasant and enjoyable visit.,0.611111111,3.468598766,287
Madhya Pradesh,Indore,Khajrana Ganesh Mandir,22.731233,75.9081489,Religious & Spiritual Pilgrimages,4.8,0,Religious,26558,3.167840115,October to March,High,Khajrana Ganesh Mandir is a highly recommended religious destination with an excellent overall experience.,0.29,3.468568023,288
Uttar Pradesh,Agra,Jama Masjid,28.6506792,77.2334421,Religious & Spiritual Pilgrimages,4.8,0,Religious,26543,3.167677543,October to March,High,Jama Masjid is a highly recommended religious destination with an excellent overall experience.,0.29,3.468535509,289
Sikkim,Gangtok,Explore M.G.Marg city centre,27.3253821,88.61189,Sightseeing & Exploration,4.8,0,Urban,26542,3.167666705,October to March,High,Explore M.G.Marg city centre is a highly recommended urban destination with an excellent overall experience.,0.29,3.468533341,290
West Bengal,Kolkata,Kalighat Kali Temple,22.6549087,88.3575307,Religious & Spiritual Pilgrimages,4.4,0,Religious,24426,2.904733137,October to March,High,Kalighat Kali Temple is a popular religious place offering a pleasant and enjoyable visit.,0.458333333,3.468446627,291
Uttarakhand,Uttarkashi,Maneri dam,30.739167,78.528611,Sightseeing & Exploration,4.8,0,Urban,26501,3.16722234,October to March,High,Maneri dam is a highly recommended urban destination with an excellent overall experience.,0.29,3.468444468,292
Andhra Pradesh,Visakhapatnam,War Memorial,15.9128998,79.7399875,Adventure & Outdoor Activities,4.8,0,Urban,26492,3.167124796,October to March,High,War Memorial is a highly recommended urban destination with an excellent overall experience.,0.29,3.468424959,293
Uttar Pradesh,Kanpur,Becon Ganj,26.4679038,80.3411542,Shopping & Markets,4.4,0,Urban,24410,2.904559726,October to March,High,Becon Ganj is a popular urban place offering a pleasant and enjoyable visit.,0.458333333,3.468411945,294
Uttarakhand,Uttarkashi,Gangotri Temple,30.9944091,78.9411825,Religious & Spiritual Pilgrimages,4.8,0,Religious,26475,3.166940547,October to March,High,Gangotri Temple is a highly recommended religious destination with an excellent overall experience.,0.29,3.468388109,295
Uttarakhand,Rishikesh,Beatles Ashram,30.1127675,78.3121592,"Arts, Science & Literature Attractions",4.4,0,Urban,24399,2.904440507,October to March,High,Beatles Ashram is a popular urban place offering a pleasant and enjoyable visit.,0.458333333,3.468388101,296
Uttar Pradesh,Agra,Humayun's Mosque,27.1824852,78.0393755,Religious & Spiritual Pilgrimages,4.8,0,Religious,26454,3.166712946,October to March,High,Humayun's Mosque is a highly recommended religious destination with an excellent overall experience.,0.29,3.468342589,297
Uttar Pradesh,Agra,Subhash bazzar,28.9764772,77.7063965,Shopping & Markets,4.8,0,Urban,26452,3.166691269,October to March,High,Subhash bazzar is a highly recommended urban destination with an excellent overall experience.,0.29,3.468338254,298
Uttar Pradesh,Meerut,Digambar Jain Temple,29.1520696,77.7790471,Religious & Spiritual Pilgrimages,4.4,0,Religious,24364,2.904061171,October to March,High,Digambar Jain Temple is a popular religious place offering a pleasant and enjoyable visit.,0.458333333,3.468312234,299
Uttar Pradesh,Varanasi,Dashashwamedh Ghat,25.3061863,83.0102857,Religious & Spiritual Pilgrimages,4.4,0,Religious,24343,2.903833569,October to March,High,Dashashwamedh Ghat  is a popular religious place offering a pleasant and enjoyable visit.,0.458333333,3.468266714,300
Jammu and Kashmir,Srinagar,Shankaracharya Temple,34.0789218,74.8437241,Religious & Spiritual Pilgrimages,4.8,0,Religious,26395,3.166073494,October to March,High,Shankaracharya Temple is a highly recommended religious destination with an excellent overall experience.,0.29,3.468214699,301
Gujrat,Bhuj,Chhatardi Bhuj,23.2419997,69.6669324,Cultural & Heritage Sites,4.4,0,Urban,24306,2.903432557,October to March,High,Chhatardi Bhuj is a popular urban place offering a pleasant and enjoyable visit.,0.458333333,3.468186511,302
Tamil Nadu,Chennai,Mahabalipuram,12.6207821,80.2824026,Cultural & Heritage Sites,4.8,0,Urban,26365,3.165748349,October to March,High,Mahabalipuram is a highly recommended urban destination with an excellent overall experience.,0.29,3.46814967,303
Uttarakhand,Ranikhet,Joshimath Market,30.5561089,79.5616759,Shopping & Markets,4.8,0,Urban,26362,3.165715834,October to March,High,Joshimath Market is a highly recommended urban destination with an excellent overall experience.,0.29,3.468143167,304
Kerala,Wayanad,Edakkal Caves,11.5121995,76.0189339,Natural Landscapes & Wildlife,4.1,70,Wildlife,4368,2.507341126,November to April,Medium,Edakkal Caves is a popular wildlife place offering a pleasant and enjoyable visit.,0.611111111,3.468134892,305
Uttarakhand,Haridwar,dip in Bramhakund,29.957,78.1711,Religious & Spiritual Pilgrimages,4.8,0,Religious,26356,3.165650805,October to March,High,dip in Bramhakund is a highly recommended religious destination with an excellent overall experience.,0.29,3.468130161,306
West Bengal,Kolkata,Marble Palace,22.6326565,88.3563815,Cultural & Heritage Sites,4.4,0,Urban,24266,2.90299903,October to March,High,Marble Palace is a popular urban place offering a pleasant and enjoyable visit.,0.458333333,3.468099806,307
West Bengal,Siliguri,ISKON temple,26.729,88.4433,Religious & Spiritual Pilgrimages,4.4,0,Religious,24258,2.902912325,October to March,High,ISKON temple is a popular religious place offering a pleasant and enjoyable visit.,0.458333333,3.468082465,308
Karnataka,Hampi,Stone Chariot,15.3351333,76.4586529,Cultural & Heritage Sites,4.8,0,Urban,26330,3.165369013,October to March,High,Stone Chariot is a highly recommended urban destination with an excellent overall experience.,0.29,3.468073803,309
Karnataka,Hampi,Shree Vijaya Vitthala Temple,15.3316387,76.4682381,Religious & Spiritual Pilgrimages,4.8,0,Religious,26318,3.165238955,October to March,High,Shree Vijaya Vitthala Temple is a highly recommended religious destination with an excellent overall experience.,0.29,3.468047791,310
Meghalaya,Cherrapunji,Mawlynnong village,25.2017637,91.9160305,"Cultural & Heritage Sites, Sightseeing & Exploration",4.8,0,Urban,26316,3.165217278,October to March,High,Mawlynnong village is a highly recommended urban destination with an excellent overall experience.,0.29,3.468043456,311
Maharashtra,Matheran,Echo Point,17.9786,73.6373,Sightseeing & Exploration,4.4,0,Urban,24238,2.902695561,October to March,High,Echo Point is a popular urban place offering a pleasant and enjoyable visit.,0.458333333,3.468039112,312
Kerala,Kannur,Parassini Madappura Sree Muthappan Temple,11.7932037,75.4441073,Religious & Spiritual Pilgrimages,4.4,0,Religious,24228,2.90258718,October to March,High,Parassini Madappura Sree Muthappan Temple is a popular religious place offering a pleasant and enjoyable visit.,0.458333333,3.468017436,313
Uttar Pradesh,Meerut,Suraj Kund Temple,28.9770744,77.7148038,Religious & Spiritual Pilgrimages,4.8,0,Religious,26289,3.164924648,October to March,High,Suraj Kund Temple is a highly recommended religious destination with an excellent overall experience.,0.29,3.46798493,314
Uttarakhand,Kedarnath,Adi Shankaracharya Samadhi,30.7361239,79.0663642,Religious & Spiritual Pilgrimages,4.8,0,Religious,26271,3.164729561,October to March,High,Adi Shankaracharya Samadhi is a highly recommended religious destination with an excellent overall experience.,0.29,3.467945912,315
Gujarat,Somnath,Somnath Temple,20.8841837,70.405855,Religious & Spiritual Pilgrimages,4.8,0,Religious,26268,3.164697046,October to March,High,Somnath Temple is a highly recommended religious destination with an excellent overall experience.,0.29,3.467939409,316
Uttarakhand,Kedarnath,Sonprayag,30.6325757,78.9952754,"Adventure & Outdoor Activities, Sightseeing & Exploration",4.8,0,Urban,26268,3.164697046,October to March,High,Sonprayag is a highly recommended urban destination with an excellent overall experience.,0.29,3.467939409,317
Delhi,Delhi,Garden of Five Senses,28.513403,77.1975227,Natural Landscapes & Wildlife,4.1,35,Wildlife,4264,2.506213956,November to April,Medium,Garden of Five Senses is a popular wildlife place offering a pleasant and enjoyable visit.,0.611111111,3.467909458,318
Karnataka,Coorg,Raja's Seat garden,15.3548385,76.469264,Sightseeing & Exploration,4.4,0,Urban,24170,2.901958566,October to March,High,Raja's Seat garden is a popular urban place offering a pleasant and enjoyable visit.,0.458333333,3.467891713,319
Karanataka,Chikmanglur,Sri Sharadamba Temple,9.8121201,77.1747471,Religious & Spiritual Pilgrimages,4.8,0,Religious,26238,3.164371901,October to March,High,Sri Sharadamba Temple  is a highly recommended religious destination with an excellent overall experience.,0.29,3.46787438,320
Jammu and Kashmir,Srinagar,Hazratbal Mosque,34.1289329,74.8424909,Religious & Spiritual Pilgrimages,4.4,0,Religious,24148,2.901720126,October to March,High,Hazratbal Mosque is a popular religious place offering a pleasant and enjoyable visit.,0.458333333,3.467844025,321
Bihar,Bodh Gaya,Dungeshwari cave temple,24.7367013,85.0474977,Religious & Spiritual Pilgrimages,4.8,0,Religious,26222,3.16419849,October to March,High,Dungeshwari cave temple is a highly recommended religious destination with an excellent overall experience.,0.29,3.467839698,322
Maharastra,Mumbai,Haji Ali Dargah,18.9828273,72.8088966,Religious & Spiritual Pilgrimages,4.4,0,Religious,24141,2.901644259,October to March,High,Haji Ali Dargah is a popular religious place offering a pleasant and enjoyable visit.,0.458333333,3.467828852,323
West Bengal,Siliguri,Hong Kong market,22.3193039,114.1693611,Shopping & Markets,4.4,0,Urban,24129,2.901514201,October to March,High,Hong Kong market is a popular urban place offering a pleasant and enjoyable visit.,0.458333333,3.46780284,324
Uttar Pradesh,Kanpur,ISKON temple,26.5392422,80.2618033,Religious & Spiritual Pilgrimages,4.4,0,Religious,24087,2.901058998,October to March,High,ISKON temple is a popular religious place offering a pleasant and enjoyable visit.,0.458333333,3.4677118,325
Jammu and Kashmir,Srinagar,Shopping at Lal Chowk,34.0713272,74.8106242,Shopping & Markets,4.4,0,Urban,24083,2.901015645,October to March,High,Shopping at Lal Chowk is a popular urban place offering a pleasant and enjoyable visit.,0.458333333,3.467703129,326
Uttarakhand,Haridwar,Chandi Devi Temple,29.9337646,78.1805466,Religious & Spiritual Pilgrimages,4.4,0,Religious,24082,2.901004807,October to March,High,Chandi Devi Temple is a popular religious place offering a pleasant and enjoyable visit.,0.458333333,3.467700961,327
Goa,Goa,Anjuna Beach,15.3144375,74.3143073,Adventure & Outdoor Activities,4.4,0,Urban,24077,2.900950616,October to March,High,Anjuna Beach is a popular urban place offering a pleasant and enjoyable visit.,0.458333333,3.467690123,328
Jammu and Kashmir,Srinagar,Shopping at Badshah Chowk,34.0725231,74.8090733,Shopping & Markets,4.4,0,Urban,24073,2.900907263,October to March,High,Shopping at Badshah Chowk is a popular urban place offering a pleasant and enjoyable visit.,0.458333333,3.467681453,329
Jharkhand,Deoghar,Baba Baidyanath Temple,24.4927645,86.7005212,Religious & Spiritual Pilgrimages,4.4,0,Religious,24060,2.900766367,October to March,High,Baba Baidyanath Temple is a popular religious place offering a pleasant and enjoyable visit.,0.458333333,3.467653273,330
Karnataka,Coorg,Dubare Elephant camp and bathing spot,12.1726489,75.6440842,Natural Landscapes & Wildlife,4.1,20,Wildlife,3991,2.503255136,November to April,Low,Dubare Elephant camp and bathing spot is a popular wildlife place offering a pleasant and enjoyable visit.,0.611111111,3.467317694,331
Uttarakhand,Nainital,Sunrise at Tiffin top,29.3836288,79.4505608,Natural Landscapes & Wildlife,4.5,0,Wildlife,25003,2.970986761,November to April,High,Sunrise at Tiffin top is a highly recommended wildlife destination with an excellent overall experience.,0.415,3.466697352,332
Sikkim,Pelling,Rabdentse Ruins,27.301403,88.2566223,Cultural & Heritage Sites,5.0,0,Urban,28044,3.303945636,October to March,High,Rabdentse Ruins is a highly recommended urban destination with an excellent overall experience.,0.202,3.463789127,333
Uttarakhand,Haridwar,Neel Dhara Pakshi Vihar,29.96,78.16,Natural Landscapes & Wildlife,4.0,0,Wildlife,22760,2.646676746,November to April,High,Neel Dhara Pakshi Vihar is a popular wildlife place offering a pleasant and enjoyable visit.,0.611111111,3.446002016,334
Andaman and Nicobar Islands,Port Blair,Jolly Buoy island,11.5077351,92.612149,"Natural Landscapes & Wildlife, Sightseeing & Exploration",4.0,0,Wildlife,22727,2.646319087,November to April,High,Jolly Buoy island is a popular wildlife place offering a pleasant and enjoyable visit.,0.611111111,3.445930484,335
Chhattisgarh,Bastar,Tirathgarh waterfalls,18.9139499,81.8651088,Natural Landscapes & Wildlife,4.0,0,Wildlife,22706,2.646091485,November to April,High,Tirathgarh waterfalls is a popular wildlife place offering a pleasant and enjoyable visit.,0.611111111,3.445884964,336
Maharashtra,Nagpur,Khindsi Lake,21.404032,79.3634517,Natural Landscapes & Wildlife,4.0,0,Wildlife,22702,2.646048132,November to April,High,Khindsi Lake is a popular wildlife place offering a pleasant and enjoyable visit.,0.611111111,3.445876293,337
